交易类型,交易金额,交易工作日,交易渠道
现金宝快取,6000000,20160510,企业web版
高端赎回,1000000,20160510,企业web版
高端申购,10000000,20160510,企业web版
现金宝普取,400000,20160511,企业web版
现金宝普取,700000,20160511,企业web版
现金宝普取,10.23,20160512,企业web版
现金宝普取,7040000,20160512,企业web版
现金宝普取,80000,20160512,企业web版
现金宝普取,0.01,20160513,企业web版
现金宝普取,280415181.36,20160516,企业web版
现金宝快取,150000,20160516,企业web版
现金宝普取,10000000,20160517,企业web版
现金宝普取,500000,20160517,企业web版
现金宝快取,1,20160518,企业web版
现金宝快取,6000,20160518,企业web版
现金宝普取,4000000,20160518,企业web版
现金宝快取,50000,20160519,企业web版
高端申购,3000000,20160524,企业web版
高端赎回,6000000,20160524,企业web版
现金宝普取,470000000,20160524,企业web版
现金宝普取,50088732.14,20160524,企业web版
现金宝普取,50020972.91,20160524,企业web版
现金宝普取,54430000,20160524,企业web版
现金宝普取,50000,20160524,企业web版
现金宝普取,202204.34,20160524,企业web版
现金宝普取,40057,20160524,企业web版
高端赎回,600000,20160524,企业web版
高端申购,13000000,20160524,企业web版
高端申购,5000000,20160524,企业web版
高端申购,3000000,20160524,企业web版
现金宝普取,200000,20160426,企业web版
现金宝普取,10.28,20160427,企业web版
现金宝普取,300000000,20160427,企业web版
现金宝快取,10000,20160428,企业web版
现金宝普取,4189,20160429,企业web版
现金宝快取,9000000,20160429,企业web版
现金宝普取,10000000,20160429,企业web版
高端申购,1000000,20160503,企业web版
现金宝普取,100000,20160503,企业web版
现金宝普取,10000000,20160504,企业web版
现金宝快取,5000000,20160504,企业web版
现金宝普取,14.51,20160504,企业web版
现金宝普取,160925235.24,20160512,企业web版
现金宝普取,500000,20160513,企业web版
现金宝普取,100000,20160516,企业web版
现金宝普取,50000,20160516,企业web版
现金宝普取,10000000,20160516,企业web版
高端申购,150000000,20160517,企业web版
高端申购,5000000,20160517,企业web版
现金宝普取,45082.88,20160518,企业web版
现金宝普取,55000,20160518,企业web版
现金宝快取,1,20160518,企业web版
现金宝普取,4000000,20160518,企业web版
现金宝普取,99953021.41,20160518,企业web版
现金宝普取,10.34,20160520,企业web版
现金宝普取,38786394.64,20160520,企业web版
现金宝快取,18000000,20160520,企业web版
现金宝普取,50000000,20160520,企业web版
现金宝普取,200397152.96,20160523,企业web版
现金宝普取,100000,20160523,企业web版
现金宝快取,4000000,20160524,企业web版
现金宝普取,100000000,20160525,企业web版
现金宝普取,10.39,20160525,企业web版
现金宝普取,10000,20160525,企业web版
现金宝普取,6144,20160525,企业web版
现金宝快取,1,20160526,企业web版
基金赎回,5,20160526,企业web版
现金宝快取,2000000,20160526,企业web版
现金宝普取,10.51,20160526,企业web版
现金宝普取,5000000,20160526,企业web版
现金宝普取,5000000,20160526,企业web版
基金赎回,670.14,20160526,企业web版
现金宝普取,30000,20160526,企业web版
现金宝普取,200000,20160526,企业web版
现金宝快取,150000,20160527,企业web版
现金宝普取,70000,20160527,企业web版
现金宝普取,10.08,20160527,企业web版
现金宝快取,30000,20160527,企业web版
现金宝快取,190000,20160527,企业web版
现金宝普取,85347440.54,20160527,企业web版
现金宝普取,80000,20160422,企业web版
现金宝普取,3070.64,20160425,企业web版
高端申购,1500000,20160426,企业web版
高端申购,2000000,20160426,企业web版
高端申购,2000000,20160426,企业web版
现金宝普取,6210000,20160427,企业web版
现金宝普取,1000,20160427,企业web版
现金宝快取,100000,20160428,企业web版
现金宝普取,700000,20160504,企业web版
现金宝快取,13000,20160504,企业web版
现金宝普取,2650000,20160505,企业web版
现金宝普取,5000000,20160505,企业web版
现金宝普取,10.07,20160506,企业web版
现金宝普取,81127274.66,20160506,企业web版
现金宝普取,29700000,20160506,企业web版
现金宝普取,102,20160509,企业web版
现金宝快取,500000,20160510,企业web版
现金宝普取,500000,20160511,企业web版
现金宝普取,10000000,20160511,企业web版
现金宝普取,6084183.29,20160512,企业web版
现金宝快取,300000,20160512,企业web版
现金宝普取,200000,20160512,企业web版
高端申购,2000000,20160516,企业web版
代发,1,20160517,企业web版
现金宝普取,97467.12,20160517,企业web版
现金宝普取,10.14,20160517,企业web版
高端申购,4000000,20160517,企业web版
高端申购,4000000,20160517,企业web版
高端申购,20000000,20160517,企业web版
现金宝普取,50000,20160518,企业web版
现金宝普取,40000000,20160518,企业web版
现金宝普取,500000,20160519,企业web版
现金宝普取,0.02,20160520,企业web版
现金宝快取,0.01,20160520,企业web版
现金宝快取,25000,20160520,企业web版
现金宝快取,353000,20160520,企业web版
现金宝普取,10.41,20160524,企业web版
现金宝普取,1000000,20160525,企业web版
现金宝普取,10000000,20160526,企业web版
现金宝快取,10000,20160527,企业web版
现金宝普取,30000,20160527,企业web版
现金宝快取,100000,20160530,企业web版
现金宝普取,1562,20160524,企业web版
现金宝普取,100576596.38,20160524,企业web版
现金宝普取,2500000,20160524,企业web版
现金宝普取,50000,20160524,企业web版
现金宝普取,200000,20160524,企业web版
现金宝普取,5000000,20160524,企业web版
现金宝普取,0.05,20160527,企业web版
现金宝快取,845,20160527,企业web版
现金宝快取,10000,20160527,企业web版
现金宝普取,100000,20160531,企业web版
高端赎回,1000000,20160531,企业web版
高端申购,3000000,20160531,企业web版
高端申购,50000000,20160531,企业web版
高端申购,12000000,20160531,企业web版
高端认购,50000000,20160601,企业web版
现金宝普取,67030294.86,20160602,企业web版
现金宝普取,100000,20160606,企业web版
现金宝快取,5000000,20160606,企业web版
现金宝快取,4051249.59,20160606,企业web版
现金宝快取,300000,20160606,企业web版
现金宝普取,15003176.72,20160606,企业web版
现金宝普取,20000000,20160606,企业web版
现金宝普取,600,20160607,企业web版
现金宝快取,30000,20160607,企业web版
现金宝快取,250000,20160607,企业web版
高端赎回,320000,20160607,企业web版
高端赎回,100000000,20160607,企业web版
现金宝普取,290000000,20160607,企业web版
现金宝普取,10.13,20160608,企业web版
现金宝快取,20000,20160613,企业web版
现金宝普取,20000000,20160613,企业web版
现金宝普取,230780299.71,20160613,企业web版
现金宝快取,2000000,20160614,企业web版
现金宝普取,3000000,20160614,企业web版
现金宝普取,70207831.57,20160614,企业web版
现金宝普取,18327013.66,20160614,企业web版
现金宝普取,10000668.23,20160614,企业web版
现金宝普取,10000000,20160614,企业web版
现金宝普取,2000000,20160614,企业web版
高端认购,6000000,20160614,企业web版
现金宝普取,20000000,20160615,企业web版
现金宝快取,50000,20160615,企业web版
现金宝普取,170000,20160615,企业web版
现金宝普取,14265740.46,20160615,企业web版
现金宝普取,10000000,20160615,企业web版
现金宝普取,2001852.29,20160615,企业web版
现金宝普取,30014842.5,20160615,企业web版
高端申购,2000000,20160524,企业web版
高端申购,3000000,20160524,企业web版
现金宝普取,40000000,20160525,企业web版
现金宝普取,50000,20160530,企业web版
现金宝普取,1000278.41,20160531,企业web版
高端申购,30000000,20160531,企业web版
高端申购,18000000,20160531,企业web版
现金宝普取,50000,20160601,企业web版
现金宝普取,100000,20160602,企业web版
现金宝快取,482825.11,20160603,企业web版
现金宝普取,923208.48,20160606,企业web版
现金宝普取,14773714.59,20160606,企业web版
现金宝普取,771912.81,20160606,企业web版
现金宝普取,649329.47,20160606,企业web版
现金宝普取,695368.7,20160606,企业web版
现金宝普取,200000,20160606,企业web版
现金宝普取,10007801.17,20160606,企业web版
现金宝普取,15011701.73,20160606,企业web版
现金宝普取,10000000,20160606,企业web版
现金宝普取,50000,20160606,企业web版
现金宝普取,50000,20160607,企业web版
现金宝普取,100000,20160607,企业web版
现金宝普取,10.07,20160607,企业web版
现金宝普取,207591,20160608,企业web版
现金宝普取,200000,20160614,企业web版
现金宝普取,2564135.67,20160614,企业web版
现金宝普取,14000,20160615,企业web版
现金宝普取,200000,20160615,企业web版
现金宝普取,100000,20160616,企业web版
现金宝快取,70000,20160616,企业web版
现金宝普取,100000,20160616,企业web版
现金宝普取,10000,20160616,企业web版
现金宝快取,5000,20160616,企业web版
现金宝普取,9605398.58,20160616,企业web版
现金宝普取,15462762.39,20160616,企业web版
现金宝普取,6853493.01,20160616,企业web版
现金宝普取,79377553.96,20160616,企业web版
现金宝普取,1001422.32,20160616,企业web版
现金宝普取,50000000,20160616,企业web版
现金宝普取,400000000,20160616,企业web版
现金宝普取,500000,20160616,企业web版
现金宝普取,1190000,20160616,企业web版
现金宝普取,500000,20160616,企业web版
现金宝普取,6000,20160617,企业web版
现金宝快取,200000,20160617,企业web版
现金宝普取,10616909.46,20160617,企业web版
现金宝普取,600000,20160525,企业web版
现金宝快取,0.01,20160530,企业web版
现金宝普取,114289953.91,20160531,企业web版
高端赎回,102741567.86,20160531,企业web版
现金宝普取,100000000,20160531,企业web版
现金宝普取,308088902.81,20160531,企业web版
现金宝普取,965766.51,20160601,企业web版
现金宝普取,18000000,20160601,企业web版
现金宝快取,2000000,20160601,企业web版
现金宝普取,150000,20160601,企业web版
现金宝普取,1000000,20160601,企业web版
现金宝普取,100000,20160601,企业web版
现金宝普取,12000000,20160602,企业web版
现金宝普取,40000000,20160603,企业web版
现金宝快取,6000000,20160603,企业web版
现金宝普取,4000000,20160603,企业web版
现金宝普取,3000000,20160603,企业web版
现金宝普取,2205845.59,20160606,企业web版
现金宝普取,923208.48,20160606,企业web版
现金宝普取,923208.48,20160606,企业web版
现金宝普取,584398.52,20160606,企业web版
现金宝普取,4191645.74,20160606,企业web版
现金宝普取,943278.22,20160606,企业web版
现金宝普取,200000,20160606,企业web版
现金宝快取,10000000,20160606,企业web版
现金宝普取,1500000,20160606,企业web版
现金宝普取,12045151.16,20160606,企业web版
现金宝普取,400000,20160606,企业web版
现金宝普取,85253167.93,20160606,企业web版
高端赎回,40000000,20160606,企业web版
现金宝普取,30000,20160606,企业web版
现金宝普取,902265.49,20160606,企业web版
现金宝普取,30000,20160607,企业web版
现金宝普取,21967189.74,20160607,企业web版
现金宝普取,15000000,20160608,企业web版
现金宝普取,400000000,20160608,企业web版
现金宝普取,60000000,20160608,企业web版
现金宝普取,20000000,20160608,企业web版
现金宝普取,30000,20160608,企业web版
现金宝普取,30000000,20160613,企业web版
现金宝快取,39000000,20160613,企业web版
现金宝快取,0.02,20160613,企业web版
现金宝普取,50000,20160613,企业web版
现金宝普取,2000000,20160613,企业web版
高端认购,6000000,20160613,企业web版
现金宝普取,1752608.97,20160613,企业web版
高端认购,2000000,20160614,企业web版
现金宝快取,10000000,20160614,企业web版
现金宝普取,10.35,20160614,企业web版
现金宝普取,30067720.62,20160614,企业web版
高端申购,10000000,20160524,企业web版
现金宝普取,2400000,20160524,企业web版
现金宝普取,1,20160526,企业web版
现金宝普取,15000000,20160526,企业web版
现金宝普取,85000000,20160526,企业web版
现金宝快取,120000,20160530,企业web版
现金宝普取,10.07,20160530,企业web版
现金宝普取,18054.39,20160530,企业web版
现金宝普取,31077814.97,20160530,企业web版
现金宝普取,6000000,20160531,企业web版
现金宝普取,1217.71,20160531,企业web版
高端赎回,1500000,20160531,企业web版
高端申购,10000000,20160531,企业web版
高端申购,10000000,20160531,企业web版
高端申购,30000000,20160531,企业web版
现金宝普取,30000,20160601,企业web版
现金宝普取,20000000,20160601,企业web版
现金宝普取,17009408.41,20160601,企业web版
现金宝普取,380000,20160601,企业web版
现金宝普取,24694325.67,20160602,企业web版
现金宝普取,450000,20160602,企业web版
现金宝普取,10124.76,20160603,企业web版
现金宝普取,10.06,20160603,企业web版
现金宝普取,359467.74,20160606,企业web版
现金宝普取,10.09,20160606,企业web版
现金宝普取,60000,20160606,企业web版
现金宝普取,31311.48,20160613,企业web版
高端赎回,5000000,20160613,企业web版
现金宝普取,0.01,20160613,企业web版
现金宝普取,10.4,20160613,企业web版
现金宝普取,8000,20160614,企业web版
现金宝普取,900000,20160614,企业web版
现金宝普取,29512146.46,20160614,企业web版
高端赎回,5600000,20160614,企业web版
高端认购,3000000,20160614,企业web版
现金宝快取,100000,20160615,企业web版
现金宝普取,13000,20160615,企业web版
现金宝普取,30000,20160615,企业web版
现金宝普取,10.17,20160615,企业web版
现金宝普取,500000,20160615,企业web版
现金宝普取,40000000,20160615,企业web版
现金宝普取,200116120.84,20160615,企业web版
现金宝普取,230186.73,20160615,企业web版
现金宝普取,2000000,20160615,企业web版
现金宝普取,3303492.38,20160523,企业web版
现金宝普取,1000000,20160524,企业web版
高端申购,1000000,20160524,企业web版
基金认购,10001000,20160525,企业web版
现金宝普取,40204090.47,20160525,企业web版
高端续约,2069808.22,20160525,企业web版
现金宝普取,150000,20160525,企业web版
现金宝普取,28000000,20160527,企业web版
现金宝普取,350000,20160530,企业web版
现金宝普取,20000000,20160601,企业web版
现金宝普取,140000,20160601,企业web版
现金宝普取,500000,20160601,企业web版
现金宝普取,500000,20160601,企业web版
现金宝普取,304215.43,20160602,企业web版
现金宝普取,10.33,20160602,企业web版
现金宝普取,7054.73,20160602,企业web版
高端赎回,3481.24,20160602,企业web版
现金宝普取,10000000,20160603,企业web版
现金宝普取,2000000,20160606,企业web版
现金宝快取,6000000,20160607,企业web版
现金宝普取,1500,20160608,企业web版
现金宝普取,5000,20160608,企业web版
现金宝普取,150000,20160608,企业web版
现金宝普取,1000000,20160608,企业web版
现金宝普取,10000000,20160608,企业web版
现金宝普取,300000,20160613,企业web版
现金宝普取,15.19,20160613,企业web版
现金宝普取,3000000,20160613,企业web版
现金宝快取,500000,20160613,企业web版
现金宝快取,30000000,20160613,企业web版
现金宝普取,33030558.32,20160613,企业web版
现金宝普取,300000,20160614,企业web版
高端认购,3000000,20160614,企业web版
高端赎回,1035145.29,20160614,企业web版
现金宝普取,2000000,20160614,企业web版
现金宝普取,334000000,20160615,企业web版
现金宝快取,3000000,20160615,企业web版
现金宝普取,10000000,20160615,企业web版
现金宝普取,54667.71,20160616,企业web版
现金宝普取,50066.48,20160616,企业web版
现金宝普取,10.1,20160616,企业web版
现金宝普取,2725560.33,20160616,企业web版
现金宝普取,20979643.75,20160616,企业web版
现金宝普取,10000000,20160616,企业web版
现金宝普取,14076474,20160616,企业web版
现金宝普取,4101376.06,20160524,企业web版
现金宝普取,3000000,20160524,企业web版
现金宝普取,49000000,20160524,企业web版
高端申购,50000000,20160530,企业web版
高端申购,4000000,20160531,企业web版
现金宝普取,2700000,20160531,企业web版
现金宝普取,5000000,20160531,企业web版
高端申购,5000000,20160531,企业web版
高端认购,60000000,20160601,企业web版
高端认购,10000000,20160601,企业web版
现金宝普取,3000000,20160601,企业web版
现金宝普取,30000000,20160601,企业web版
现金宝普取,2500000,20160602,企业web版
现金宝普取,50000,20160602,企业web版
现金宝普取,50000000,20160602,企业web版
现金宝普取,75382952.62,20160602,企业web版
现金宝普取,50000000,20160602,企业web版
现金宝普取,8000000,20160602,企业web版
现金宝普取,1,20160603,企业web版
现金宝普取,492238,20160603,企业web版
现金宝普取,40000,20160606,企业web版
现金宝普取,250000,20160607,企业web版
高端赎回,10201049.66,20160607,企业web版
现金宝普取,10000,20160607,企业web版
现金宝普取,100000,20160608,企业web版
现金宝快取,3000000,20160608,企业web版
现金宝快取,10000,20160608,企业web版
现金宝普取,200000,20160608,企业web版
现金宝快取,100000,20160608,企业web版
现金宝普取,70000,20160613,企业web版
现金宝普取,3000000,20160613,企业web版
现金宝普取,4000000,20160613,企业web版
现金宝普取,1000000,20160613,企业web版
现金宝普取,1000000,20160613,企业web版
现金宝普取,3000000,20160613,企业web版
现金宝普取,1000000,20160613,企业web版
现金宝普取,20515757.57,20160613,企业web版
现金宝普取,180000,20160613,企业web版
现金宝快取,4000000,20160614,企业web版
现金宝普取,300000,20160615,企业web版
现金宝普取,25062034.62,20160615,企业web版
现金宝普取,400000000,20160615,企业web版
现金宝普取,850000,20160615,企业web版
高端申购,77000000,20160524,企业web版
高端申购,3000000,20160524,企业web版
高端赎回,3515843.21,20160524,企业web版
高端申购,1000000,20160524,企业web版
现金宝普取,9812.45,20160525,企业web版
现金宝普取,100000,20160530,企业web版
现金宝普取,30000,20160530,企业web版
现金宝普取,500000,20160530,企业web版
现金宝普取,1,20160601,企业web版
现金宝普取,19654.44,20160601,企业web版
现金宝普取,259968.8,20160601,企业web版
现金宝快取,1000000,20160602,企业web版
现金宝普取,100000000,20160602,企业web版
现金宝快取,900000,20160602,企业web版
现金宝普取,218.44,20160602,企业web版
现金宝普取,40000000,20160602,企业web版
现金宝普取,1,20160603,企业web版
现金宝普取,100000,20160603,企业web版
现金宝普取,10000,20160603,企业web版
高端赎回,5503162,20160603,企业web版
现金宝普取,109186681.49,20160606,企业web版
现金宝普取,1000000,20160607,企业web版
现金宝普取,80000,20160607,企业web版
现金宝普取,10000,20160607,企业web版
现金宝普取,2000000,20160607,企业web版
现金宝普取,2223976.78,20160607,企业web版
现金宝普取,50000,20160608,企业web版
现金宝普取,1000000,20160608,企业web版
现金宝普取,20000000,20160608,企业web版
现金宝快取,400000,20160608,企业web版
现金宝普取,25000000,20160613,企业web版
现金宝普取,1000000,20160613,企业web版
现金宝普取,1000000,20160613,企业web版
现金宝快取,30000,20160613,企业web版
现金宝普取,200000,20160613,企业web版
现金宝普取,10693686.98,20160613,企业web版
现金宝普取,74500000,20160613,企业web版
现金宝普取,100000,20160613,企业web版
现金宝普取,15000000,20160613,企业web版
现金宝普取,15000000,20160613,企业web版
现金宝快取,30000,20160614,企业web版
现金宝快取,20000000,20160614,企业web版
现金宝普取,2000000,20160614,企业web版
现金宝普取,2000000,20160614,企业web版
现金宝普取,2000000,20160614,企业web版
现金宝普取,2000000,20160614,企业web版
现金宝普取,30000000,20160614,企业web版
现金宝普取,74073474.13,20160614,企业web版
现金宝快取,10000,20160617,企业web版
现金宝普取,6524507.49,20160617,企业web版
现金宝普取,47282075.83,20160617,企业web版
现金宝普取,400000000,20160617,企业web版
现金宝快取,1500000,20160620,企业web版
现金宝普取,358269.76,20160620,企业web版
现金宝普取,200452.74,20160621,企业web版
现金宝普取,5500000,20160622,企业web版
现金宝快取,441466.12,20160623,企业web版
现金宝普取,15219758.89,20160623,企业web版
现金宝普取,0.01,20160624,企业web版
现金宝普取,25107480.02,20160624,企业web版
现金宝普取,40225738.96,20160624,企业web版
现金宝普取,5000000,20160624,企业web版
现金宝普取,16000,20160627,企业web版
现金宝普取,1160000,20160628,企业web版
高端赎回,40000000,20160628,企业web版
现金宝普取,300459835.55,20160628,企业web版
高端赎回,1002476.02,20160628,企业web版
高端赎回,1022478.32,20160628,企业web版
现金宝普取,50000,20160628,企业web版
现金宝普取,40000000,20160628,企业web版
现金宝普取,32092623.39,20160628,企业web版
现金宝普取,2274439.67,20160630,企业web版
现金宝普取,7254.84,20160630,企业web版
现金宝普取,23224.2,20160630,企业web版
现金宝普取,8363.79,20160630,企业web版
现金宝快取,8500000,20160701,企业web版
现金宝普取,10.54,20160701,企业web版
现金宝普取,180000,20160704,企业web版
现金宝快取,20000,20160705,企业web版
现金宝普取,10.11,20160706,企业web版
现金宝普取,1322789.17,20160706,企业web版
现金宝普取,0.01,20160707,企业web版
现金宝快取,1000000,20160707,企业web版
现金宝普取,15000000,20160707,企业web版
现金宝普取,60000,20160707,企业web版
现金宝普取,12000000,20160707,企业web版
现金宝普取,18000000,20160707,企业web版
现金宝快取,1,20160708,企业web版
现金宝普取,30000000,20160708,企业web版
现金宝普取,10.21,20160711,企业web版
现金宝普取,10000,20160711,企业web版
现金宝普取,10.32,20160712,企业web版
现金宝普取,130000,20160712,企业web版
现金宝普取,49000000,20160712,企业web版
现金宝快取,2436.65,20160713,企业web版
现金宝普取,117.36,20160714,企业web版
现金宝普取,12537947.42,20160714,企业web版
现金宝普取,10173627.61,20160617,企业web版
现金宝普取,15000000,20160617,企业web版
现金宝普取,15000000,20160617,企业web版
现金宝普取,900000,20160617,企业web版
现金宝快取,5000,20160620,企业web版
现金宝普取,5000000,20160620,企业web版
现金宝普取,2000000,20160621,企业web版
现金宝普取,3000000,20160621,企业web版
现金宝普取,1000000,20160621,企业web版
现金宝普取,4000000,20160621,企业web版
现金宝普取,67320218.33,20160621,企业web版
现金宝普取,100000000,20160621,企业web版
现金宝普取,30000000,20160622,企业web版
现金宝普取,500000,20160622,企业web版
现金宝普取,0.01,20160623,企业web版
现金宝普取,102992421.98,20160623,企业web版
现金宝普取,1,20160624,企业web版
现金宝普取,11000000,20160624,企业web版
现金宝普取,1,20160624,企业web版
现金宝普取,310000,20160627,企业web版
现金宝普取,300000,20160627,企业web版
现金宝快取,155000,20160628,企业web版
现金宝普取,49550783,20160629,企业web版
现金宝快取,1500000,20160701,企业web版
现金宝快取,6000000,20160701,企业web版
现金宝普取,3118741.03,20160704,企业web版
现金宝普取,9600000,20160704,企业web版
现金宝普取,100275159.55,20160704,企业web版
现金宝快取,100000,20160705,企业web版
现金宝快取,40000,20160705,企业web版
现金宝普取,150000,20160705,企业web版
现金宝普取,200000000,20160705,企业web版
现金宝普取,14034569.82,20160706,企业web版
现金宝普取,40000000,20160706,企业web版
现金宝普取,102240.15,20160706,企业web版
现金宝普取,10.56,20160707,企业web版
现金宝普取,500,20160707,企业web版
现金宝普取,12000000,20160707,企业web版
现金宝快取,10000000,20160708,企业web版
现金宝普取,170000,20160712,企业web版
现金宝普取,3000000,20160712,企业web版
现金宝普取,230000,20160713,企业web版
现金宝普取,1000000,20160617,企业web版
现金宝普取,2011232.1,20160620,企业web版
现金宝普取,8500000,20160620,企业web版
现金宝普取,1000000,20160620,企业web版
高端赎回,3237974.65,20160621,企业web版
现金宝普取,13490.85,20160621,企业web版
现金宝普取,3300000,20160622,企业web版
现金宝普取,500000,20160622,企业web版
现金宝普取,500000,20160623,企业web版
现金宝快取,700000,20160623,企业web版
现金宝快取,800000,20160623,企业web版
现金宝普取,10.02,20160623,企业web版
现金宝普取,100000,20160623,企业web版
现金宝普取,2000000,20160623,企业web版
现金宝普取,2400000,20160623,企业web版
现金宝普取,1,20160624,企业web版
现金宝快取,1,20160624,企业web版
现金宝快取,1,20160624,企业web版
现金宝普取,8025405.61,20160624,企业web版
现金宝普取,1,20160624,企业web版
现金宝普取,1000000,20160627,企业web版
现金宝普取,100198.9,20160628,企业web版
现金宝普取,10.21,20160629,企业web版
现金宝快取,20000000,20160629,企业web版
现金宝普取,250000000,20160629,企业web版
现金宝普取,14534123,20160630,企业web版
现金宝普取,20000000,20160630,企业web版
现金宝普取,260497.19,20160701,企业web版
现金宝普取,8500000,20160704,企业web版
现金宝普取,300000,20160704,企业web版
现金宝普取,1325492.06,20160705,企业web版
现金宝普取,500000,20160705,企业web版
现金宝普取,30000000,20160706,企业web版
现金宝普取,15000,20160707,企业web版
现金宝普取,414566.48,20160707,企业web版
现金宝快取,200000,20160707,企业web版
现金宝快取,5000000,20160712,企业web版
现金宝普取,1000000,20160713,企业web版
现金宝普取,6509275.89,20160713,企业web版
现金宝普取,1039.64,20160713,企业web版
现金宝普取,70099894.05,20160713,企业web版
现金宝普取,10027078.52,20160713,企业web版
现金宝普取,35069158.95,20160713,企业web版
现金宝普取,75000,20160714,企业web版
现金宝普取,122043718.61,20160714,企业web版
现金宝普取,122043718.61,20160714,企业web版
高端赎回,1060262.95,20160714,企业web版
现金宝快取,10000,20160617,企业web版
现金宝快取,1000000,20160617,企业web版
现金宝快取,500000,20160620,企业web版
现金宝普取,300000,20160620,企业web版
现金宝普取,30000,20160621,企业web版
现金宝普取,914,20160622,企业web版
现金宝普取,199950000,20160622,企业web版
现金宝快取,10,20160623,企业web版
现金宝普取,1,20160623,企业web版
现金宝普取,7208913.57,20160624,企业web版
现金宝普取,5306.62,20160627,企业web版
现金宝普取,8501.95,20160627,企业web版
现金宝快取,100000,20160627,企业web版
现金宝普取,10000000,20160627,企业web版
现金宝普取,23000000,20160627,企业web版
现金宝普取,500000,20160628,企业web版
现金宝普取,10.14,20160628,企业web版
现金宝普取,49000000,20160628,企业web版
高端赎回,400000,20160628,企业web版
现金宝普取,3000000,20160629,企业web版
现金宝快取,10000,20160629,企业web版
现金宝普取,100000,20160629,企业web版
现金宝普取,1000000,20160701,企业web版
现金宝普取,20000,20160701,企业web版
现金宝普取,2500000,20160704,企业web版
现金宝普取,20412.8,20160704,企业web版
现金宝普取,760816.57,20160705,企业web版
高端赎回,2000000,20160705,企业web版
现金宝快取,6000000,20160706,企业web版
现金宝快取,1,20160706,企业web版
现金宝快取,20000,20160706,企业web版
现金宝普取,2855358.6,20160706,企业web版
现金宝普取,0.01,20160707,企业web版
现金宝普取,10000,20160708,企业web版
现金宝普取,0.02,20160708,企业web版
现金宝快取,6000000,20160708,企业web版
现金宝快取,15271025.02,20160708,企业web版
现金宝快取,20000000,20160708,企业web版
现金宝快取,20000000,20160708,企业web版
现金宝普取,3000000,20160708,企业web版
现金宝普取,300000,20160708,企业web版
现金宝普取,50034992.73,20160708,企业web版
高端赎回,51606237.74,20160708,企业web版
现金宝普取,50000,20160711,企业web版
高端认购,150000000,20160617,企业web版
现金宝普取,11.37,20160617,企业web版
现金宝普取,10.46,20160620,企业web版
现金宝普取,60000,20160620,企业web版
现金宝普取,62000000,20160620,企业web版
高端赎回,100000,20160621,企业web版
高端赎回,200000,20160621,企业web版
现金宝普取,10455279.45,20160621,企业web版
现金宝普取,180000000,20160622,企业web版
现金宝普取,441566.12,20160623,企业web版
现金宝普取,500000,20160623,企业web版
现金宝普取,5000000,20160623,企业web版
现金宝普取,4323519.61,20160627,企业web版
现金宝普取,2212913.45,20160627,企业web版
现金宝普取,1000000,20160629,企业web版
现金宝快取,4000000,20160629,企业web版
现金宝普取,1820000,20160629,企业web版
现金宝普取,3000000,20160629,企业web版
现金宝普取,400000000,20160629,企业web版
现金宝普取,10000000,20160630,企业web版
现金宝快取,200000,20160704,企业web版
现金宝普取,10.04,20160705,企业web版
现金宝普取,80000,20160705,企业web版
现金宝普取,200000,20160705,企业web版
高端赎回,416383515.81,20160705,企业web版
现金宝普取,200000,20160706,企业web版
现金宝普取,3000000,20160708,企业web版
现金宝普取,10000000,20160708,企业web版
现金宝普取,15000000,20160708,企业web版
现金宝普取,400,20160708,企业web版
现金宝普取,80000000,20160711,企业web版
现金宝普取,8000000,20160711,企业web版
现金宝普取,100000,20160712,企业web版
现金宝普取,8800,20160712,企业web版
现金宝普取,4450000,20160712,企业web版
现金宝普取,70059460.05,20160712,企业web版
现金宝普取,25091635.89,20160712,企业web版
现金宝普取,30150174.33,20160712,企业web版
现金宝普取,44168.14,20160712,企业web版
现金宝普取,48098620.01,20160712,企业web版
现金宝快取,1000000,20160712,企业web版
现金宝快取,490000,20160713,企业web版
现金宝普取,50000000,20160617,企业web版
现金宝普取,2000000,20160617,企业web版
现金宝快取,144950,20160620,企业web版
现金宝普取,700000,20160621,企业web版
现金宝普取,400000000,20160621,企业web版
现金宝普取,150000,20160621,企业web版
现金宝普取,400000,20160622,企业web版
现金宝普取,300000,20160622,企业web版
现金宝快取,1000000,20160623,企业web版
现金宝普取,600000,20160627,企业web版
现金宝普取,200000,20160628,企业web版
现金宝快取,100000,20160701,企业web版
基金申购,1000,20160701,企业web版
现金宝快取,116699.5,20160701,企业web版
现金宝普取,1000000,20160704,企业web版
现金宝普取,50000,20160704,企业web版
现金宝普取,35000,20160704,企业web版
现金宝普取,240000,20160705,企业web版
现金宝普取,30000000,20160708,企业web版
现金宝普取,931667.08,20160708,企业web版
现金宝普取,1500000,20160711,企业web版
现金宝普取,250000,20160711,企业web版
现金宝普取,10000000,20160712,企业web版
现金宝普取,10.03,20160713,企业web版
现金宝普取,500000,20160713,企业web版
现金宝普取,10051082.24,20160713,企业web版
现金宝普取,300000,20160714,企业web版
现金宝普取,1001580.52,20160714,企业web版
现金宝普取,10.08,20160714,企业web版
现金宝普取,18609366.93,20160714,企业web版
现金宝普取,11103265.19,20160714,企业web版
现金宝普取,1430809.72,20160714,企业web版
现金宝普取,820904.24,20160714,企业web版
现金宝普取,72617549.79,20160714,企业web版
